pop,model_name,cost_weight,model_cost,model_latency,accuracy,f1_score,recall,rcs
AHL,AHL,0.0,17463.841779201455,390111.2,0.2141871321290846,0.0768234436941967,0.2141871321290846,-5.254486811646397
ONL,ONL,0.0,16592.016462398526,527612.8,0.7216155875786482,0.7103310230718531,0.7216155875786482,0.0
