model_name,cost_weight,accuracy,precision,recall,f1_score,model_cost,oracle_cost,model_latency,oracle_latency,cold_correct,cold_to_warm,cold_to_hot,warm_to_cold,warm_correct,warm_to_hot,hot_to_cold,hot_to_warm,hot_correct
RF,0.2,0.18139837951158708,0.5189452762179998,0.18139837951158708,0.10131592345190864,20346.673241200217,422.7196559999771,441651.2,405977.6,139.0,11133.0,14555.0,28.0,970.0,1639.0,69.0,1471.0,5294.0
DCT,0.2,0.1701512833588305,0.35979453672938444,0.1701512833588305,0.10518612584457514,21433.69053920018,422.7196559999771,502379.6,405977.6,345.0,11243.0,14239.0,115.0,1029.0,1493.0,429.0,1773.0,4632.0
KNN,0.2,0.5554422346875179,0.6769417518085837,0.5554422346875179,0.5222567041503606,11799.86950399977,422.7196559999771,490319.2,405977.6,14494.0,938.0,10395.0,996.0,262.0,1379.0,1409.0,575.0,4850.0
SV-Grid,0.2,0.19145560654994617,0.04839533863021373,0.19145560654994617,0.07138159889236052,14466.440618400691,422.7196559999771,406662.8,405977.6,0.0,2549.0,23278.0,0.0,223.0,2414.0,0.0,299.0,6535.0
HV,0.2,0.7527905263754321,0.7735445294207896,0.7527905263754321,0.7557709801914978,11671.921915199231,422.7196559999771,530298.4,405977.6,22276.0,2205.0,1346.0,1530.0,548.0,559.0,2165.0,921.0,3748.0
SV,0.2,0.19236217349424894,0.11733863393557455,0.19236217349424894,0.06773544334035556,13215.77636280084,422.7196559999771,403780.8,405977.6,8.0,530.0,25289.0,0.0,107.0,2530.0,1.0,158.0,6675.0
AHL,0.3,0.1936087030426653,0.03814495414853338,0.1936087030426653,0.06361155746284868,12803.93871360084,422.7196559999771,401169.6,405977.6,0.0,0.0,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0
AWL,0.3,0.07470678225395205,0.005685510493896667,0.07470678225395205,0.010555649343148161,33202.50508799888,422.7196559999771,802339.2,405977.6,0.0,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0,0.0
ACL,0.3,0.7316845147033826,0.536563280010982,0.7316845147033826,0.6187635149452234,19105.256327998537,422.7196559999771,1203508.8,405977.6,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0,0.0,0.0
SVMR,0.3,0.1768938750070826,0.12071665148576385,0.1768938750070826,0.12577377871780815,27690.218590399614,422.7196559999771,458660.8,405977.6,0.0,23223.0,2604.0,0.0,1740.0,897.0,0.0,2330.0,4504.0
ONL,0.3,0.7789393166751658,0.7778098393527454,0.7789393166751658,0.7744611025041763,10539.612308799224,422.7196559999771,514194.4,405977.6,22824.0,1416.0,1587.0,1575.0,462.0,600.0,2067.0,558.0,4209.0
LR,0.3,0.1819649838517763,0.1738766801005051,0.1819649838517763,0.10517354889567788,22808.062197199975,422.7196559999771,440132.4,405977.6,2.0,15659.0,10166.0,0.0,1087.0,1550.0,0.0,1500.0,5334.0
SVML,0.3,0.178820329763726,0.10106183689595903,0.178820329763726,0.11180712238550303,24441.283178399837,422.7196559999771,447202.8,405977.6,0.0,18112.0,7715.0,0.0,1297.0,1340.0,0.0,1819.0,5015.0
RF,0.3,0.17462745764632556,0.4888033700404361,0.17462745764632556,0.13245371402875275,28052.775983599575,422.7196559999771,465149.6,405977.6,172.0,23263.0,2392.0,41.0,1736.0,860.0,108.0,2470.0,4256.0
DCT,0.3,0.1646835514760043,0.40320506897345576,0.1646835514760043,0.1338036813903479,29014.968367999456,422.7196559999771,523501.2,405977.6,363.0,23341.0,2123.0,118.0,1782.0,737.0,437.0,2729.0,3668.0
KNN,0.3,0.5554422346875179,0.6769417518085837,0.5554422346875179,0.5222567041503606,11799.86950399977,422.7196559999771,490319.2,405977.6,14494.0,938.0,10395.0,996.0,262.0,1379.0,1409.0,575.0,4850.0
SV-Grid,0.3,0.17689387500708253,0.1204555684188015,0.17689387500708253,0.12552869822917812,27658.268310399617,422.7196559999771,458640.8,405977.6,0.0,23177.0,2650.0,0.0,1730.0,907.0,0.0,2320.0,4514.0
HV,0.3,0.7527905263754321,0.7735445294207896,0.7527905263754321,0.7557709801914978,11671.921915199231,422.7196559999771,530298.4,405977.6,22276.0,2205.0,1346.0,1530.0,548.0,559.0,2165.0,921.0,3748.0
SV,0.3,0.17808374412147995,0.4533273627799103,0.17808374412147995,0.12055401278817311,26085.88319439975,422.7196559999771,451993.2,405977.6,23.0,20647.0,5157.0,5.0,1536.0,1096.0,10.0,2097.0,4727.0
AHL,0.4,0.1936087030426653,0.03814495414853338,0.1936087030426653,0.06361155746284868,12803.93871360084,422.7196559999771,401169.6,405977.6,0.0,0.0,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0
AWL,0.4,0.07470678225395205,0.005685510493896667,0.07470678225395205,0.010555649343148161,33202.50508799888,422.7196559999771,802339.2,405977.6,0.0,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0,0.0
ACL,0.4,0.7316845147033826,0.536563280010982,0.7316845147033826,0.6187635149452234,19105.256327998537,422.7196559999771,1203508.8,405977.6,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0,0.0,0.0
SVMR,0.4,0.17017961357583997,0.1399006072500317,0.17017961357583997,0.1268844599228616,28778.25982799947,422.7196559999771,468749.2,405977.6,0.0,24386.0,1441.0,0.0,2082.0,555.0,0.0,2909.0,3925.0
ONL,0.4,0.7789393166751658,0.7778098393527454,0.7789393166751658,0.7744611025041763,10539.612308799224,422.7196559999771,514194.4,405977.6,22824.0,1416.0,1587.0,1575.0,462.0,600.0,2067.0,558.0,4209.0
LR,0.4,0.1654484673352598,0.2369484056704734,0.1654484673352598,0.12651404093493662,29285.328082799395,422.7196559999771,474886.8,405977.6,10.0,24814.0,1003.0,2.0,2234.0,401.0,6.0,3232.0,3596.0
SVML,0.4,0.16485353277806106,0.14842547000737047,0.16485353277806106,0.12514737555331365,29285.383820799394,422.7196559999771,474034.4,405977.6,0.0,24796.0,1031.0,0.0,2242.0,395.0,0.0,3257.0,3577.0
RF,0.4,0.17669556348801635,0.5380342005030679,0.17669556348801635,0.14515613645897996,28457.71259759951,422.7196559999771,475800.0,405977.6,395.0,23573.0,1859.0,83.0,1826.0,728.0,171.0,2647.0,4016.0
DCT,0.4,0.16720494078984646,0.4518598210645179,0.16720494078984646,0.14335130425233641,29242.1414575994,422.7196559999771,526070.4,405977.6,532.0,23562.0,1733.0,148.0,1842.0,647.0,453.0,2853.0,3528.0
KNN,0.4,0.6370049294577597,0.7244027088816268,0.6370049294577597,0.6135267795411177,12479.197179599612,422.7196559999771,524572.4,405977.6,18221.0,1002.0,6604.0,1445.0,325.0,867.0,2120.0,775.0,3939.0
SV-Grid,0.4,0.17224771941753075,0.21568677022419486,0.17224771941753075,0.12755964606708614,28546.1593367995,422.7196559999771,465928.4,405977.6,1.0,24177.0,1649.0,0.0,2007.0,630.0,0.0,2762.0,4072.0
HV,0.4,0.7527905263754321,0.7735445294207896,0.7527905263754321,0.7557709801914978,11671.921915199231,422.7196559999771,530298.4,405977.6,22276.0,2205.0,1346.0,1530.0,548.0,559.0,2165.0,921.0,3748.0
SV,0.4,0.17448580656127827,0.5827232653358022,0.17448580656127827,0.13317034860545554,28366.546035999512,422.7196559999771,465368.8,405977.6,121.0,23829.0,1877.0,23.0,1888.0,726.0,63.0,2621.0,4150.0
AHL,0.5,0.1936087030426653,0.03814495414853338,0.1936087030426653,0.06361155746284868,12803.93871360084,422.7196559999771,401169.6,405977.6,0.0,0.0,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0
AWL,0.5,0.07470678225395205,0.005685510493896667,0.07470678225395205,0.010555649343148161,33202.50508799888,422.7196559999771,802339.2,405977.6,0.0,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0,0.0
ACL,0.5,0.7316845147033826,0.536563280010982,0.7316845147033826,0.6187635149452234,19105.256327998537,422.7196559999771,1203508.8,405977.6,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0,0.0,0.0
SVMR,0.5,0.16250212476627574,0.14823242470281667,0.16250212476627574,0.12234329790351627,29362.88469679939,422.7196559999771,477668.4,405977.6,0.0,24789.0,1038.0,0.0,2243.0,394.0,0.0,3341.0,3493.0
ONL,0.5,0.7789393166751658,0.7778098393527454,0.7789393166751658,0.7744611025041763,10539.612308799224,422.7196559999771,514194.4,405977.6,22824.0,1416.0,1587.0,1575.0,462.0,600.0,2067.0,558.0,4209.0
LR,0.5,0.1531814833701626,0.5181852959745695,0.1531814833701626,0.12069436795511433,30116.24520559926,422.7196559999771,488128.4,405977.6,99.0,25118.0,610.0,23.0,2370.0,244.0,85.0,3811.0,2938.0
SVML,0.5,0.15329480423820044,0.41361827246285376,0.15329480423820044,0.11806207898328822,30022.802434799287,422.7196559999771,485320.4,405977.6,39.0,25118.0,670.0,14.0,2369.0,254.0,42.0,3789.0,3003.0
RF,0.5,0.4386934103915236,0.6423326538231928,0.4386934103915236,0.42441118384870724,20870.691970399475,422.7196559999771,513079.6,405977.6,10360.0,13917.0,1550.0,723.0,1297.0,617.0,1081.0,1925.0,3828.0
DCT,0.5,0.4320358093942999,0.6186526684784206,0.4320358093942999,0.4224261541579484,21478.63206839929,422.7196559999771,553382.4,405977.6,10500.0,13904.0,1423.0,769.0,1320.0,548.0,1309.0,2095.0,3430.0
KNN,0.5,0.6370049294577597,0.7244027088816268,0.6370049294577597,0.6135267795411177,12479.197179599612,422.7196559999771,524572.4,405977.6,18221.0,1002.0,6604.0,1445.0,325.0,867.0,2120.0,775.0,3939.0
SV-Grid,0.5,0.16731826165788427,0.1967681886125886,0.16731826165788427,0.12562945242942875,29039.66036519943,422.7196559999771,472927.6,405977.6,2.0,24592.0,1233.0,0.0,2159.0,478.0,1.0,3088.0,3745.0
HV,0.5,0.7527905263754321,0.7735445294207896,0.7527905263754321,0.7557709801914978,11671.921915199231,422.7196559999771,530298.4,405977.6,22276.0,2205.0,1346.0,1530.0,548.0,559.0,2165.0,921.0,3748.0
SV,0.5,0.31276559578446367,0.6518092493359215,0.31276559578446367,0.287462514649747,24939.21066759934,422.7196559999771,496488.4,405977.6,5647.0,18840.0,1340.0,470.0,1591.0,576.0,756.0,2276.0,3802.0
AHL,0.6,0.1936087030426653,0.03814495414853338,0.1936087030426653,0.06361155746284868,12803.93871360084,422.7196559999771,401169.6,405977.6,0.0,0.0,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0
AWL,0.6,0.07470678225395205,0.005685510493896667,0.07470678225395205,0.010555649343148161,33202.50508799888,422.7196559999771,802339.2,405977.6,0.0,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0,0.0
ACL,0.6,0.7316845147033826,0.536563280010982,0.7316845147033826,0.6187635149452234,19105.256327998537,422.7196559999771,1203508.8,405977.6,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0,0.0,0.0
SVMR,0.6,0.15779930874270498,0.4849583181056428,0.15779930874270498,0.12146057441829144,29773.043635999325,422.7196559999771,487052.4,405977.6,64.0,24941.0,822.0,16.0,2312.0,309.0,64.0,3576.0,3194.0
ONL,0.6,0.7789393166751658,0.7778098393527454,0.7789393166751658,0.7744611025041763,10539.612308799224,422.7196559999771,514194.4,405977.6,22824.0,1416.0,1587.0,1575.0,462.0,600.0,2067.0,558.0,4209.0
LR,0.6,0.2938976712561618,0.5455177484488967,0.2938976712561618,0.2792597318561421,26854.924200799083,422.7196559999771,528969.2,405977.6,5922.0,19458.0,447.0,595.0,1877.0,165.0,1170.0,3089.0,2575.0
SVML,0.6,0.15210493512380305,0.38589585490533307,0.15210493512380305,0.1304688163051389,30839.312557199173,422.7196559999771,505693.2,405977.6,412.0,24945.0,470.0,144.0,2316.0,177.0,547.0,3646.0,2641.0
RF,0.6,0.557057057057057,0.6967703652016655,0.557057057057057,0.5554212995020592,17636.560897999298,422.7196559999771,529205.2,405977.6,14928.0,9721.0,1178.0,1014.0,1105.0,518.0,1526.0,1678.0,3630.0
DCT,0.6,0.5509377301830133,0.6809779853893843,0.5509377301830133,0.5495762108552324,18088.350337999284,422.7196559999771,563516.8,405977.6,14998.0,9685.0,1144.0,1053.0,1102.0,482.0,1692.0,1795.0,3347.0
KNN,0.6,0.6370049294577597,0.7244027088816268,0.6370049294577597,0.6135267795411177,12479.197179599612,422.7196559999771,524572.4,405977.6,18221.0,1002.0,6604.0,1445.0,325.0,867.0,2120.0,775.0,3939.0
SV-Grid,0.6,0.23502748031049916,0.418555493264851,0.23502748031049916,0.19854557153838936,27290.47127479926,422.7196559999771,492271.6,405977.6,2767.0,22060.0,1000.0,189.0,2068.0,380.0,305.0,3068.0,3461.0
HV,0.6,0.7527905263754321,0.7735445294207896,0.7527905263754321,0.7557709801914978,11671.921915199231,422.7196559999771,530298.4,405977.6,22276.0,2205.0,1346.0,1530.0,548.0,559.0,2165.0,921.0,3748.0
SV,0.6,0.740410221542297,0.7814818499179188,0.740410221542297,0.7500790180928769,12335.755310399076,422.7196559999771,536554.0,405977.6,21949.0,2888.0,990.0,1483.0,704.0,450.0,2174.0,1178.0,3482.0
AHL,0.7,0.1936087030426653,0.03814495414853338,0.1936087030426653,0.06361155746284868,12803.93871360084,422.7196559999771,401169.6,405977.6,0.0,0.0,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0
AWL,0.7,0.07470678225395205,0.005685510493896667,0.07470678225395205,0.010555649343148161,33202.50508799888,422.7196559999771,802339.2,405977.6,0.0,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0,0.0
ACL,0.7,0.7316845147033826,0.536563280010982,0.7316845147033826,0.6187635149452234,19105.256327998537,422.7196559999771,1203508.8,405977.6,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0,0.0,0.0
SVMR,0.7,0.6309139328007254,0.712831935846283,0.6309139328007254,0.6191168068127502,16757.196922799136,422.7196559999771,547775.6,405977.6,18520.0,6610.0,697.0,1570.0,818.0,249.0,2338.0,1564.0,2932.0
ONL,0.7,0.7789393166751658,0.7778098393527454,0.7789393166751658,0.7744611025041763,10539.612308799224,422.7196559999771,514194.4,405977.6,22824.0,1416.0,1587.0,1575.0,462.0,600.0,2067.0,558.0,4209.0
LR,0.7,0.7141197801575161,0.7352224032865736,0.7141197801575161,0.6830908831176432,15974.23437399918,422.7196559999771,588643.6,405977.6,22562.0,2910.0,355.0,2155.0,356.0,126.0,3721.0,824.0,2289.0
SVML,0.7,0.4535384441044818,0.6188684107888913,0.4535384441044818,0.4547145937182519,24084.06264319889,422.7196559999771,572144.0,405977.6,12750.0,12685.0,392.0,1627.0,872.0,138.0,3066.0,1381.0,2387.0
RF,0.7,0.7431865828092242,0.7753679016909935,0.7431865828092242,0.7495193649985902,12398.851409199227,422.7196559999771,557562.8,405977.6,22178.0,2641.0,1008.0,1528.0,653.0,456.0,2310.0,1122.0,3402.0
DCT,0.7,0.7385120970026631,0.7709811131086162,0.7385120970026631,0.7446423910926391,12660.118989599136,422.7196559999771,581379.2,405977.6,22185.0,2634.0,1008.0,1549.0,646.0,442.0,2382.0,1215.0,3237.0
KNN,0.7,0.7704119213553176,0.7638472872650045,0.7704119213553176,0.7557063167853478,12139.17499879925,422.7196559999771,562685.2,405977.6,23684.0,1129.0,1014.0,1832.0,382.0,423.0,2723.0,983.0,3128.0
SV-Grid,0.7,0.688310952461896,0.764009072311095,0.688310952461896,0.6906837530084053,14271.348429599147,422.7196559999771,534122.0,405977.6,20202.0,4793.0,832.0,1444.0,881.0,312.0,2126.0,1495.0,3213.0
HV,0.7,0.7527905263754321,0.7735445294207896,0.7527905263754321,0.7557709801914978,11671.921915199231,422.7196559999771,530298.4,405977.6,22276.0,2205.0,1346.0,1530.0,548.0,559.0,2165.0,921.0,3748.0
SV,0.7,0.7485409938240128,0.777217679030364,0.7485409938240128,0.7490135530602562,12842.661470799081,422.7196559999771,554247.6,405977.6,22614.0,2490.0,723.0,1669.0,623.0,345.0,2589.0,1060.0,3185.0
AHL,0.8,0.1936087030426653,0.03814495414853338,0.1936087030426653,0.06361155746284868,12803.93871360084,422.7196559999771,401169.6,405977.6,0.0,0.0,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0
AWL,0.8,0.07470678225395205,0.005685510493896667,0.07470678225395205,0.010555649343148161,33202.50508799888,422.7196559999771,802339.2,405977.6,0.0,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0,0.0
ACL,0.8,0.7316845147033826,0.536563280010982,0.7316845147033826,0.6187635149452234,19105.256327998537,422.7196559999771,1203508.8,405977.6,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0,0.0,0.0
SVMR,0.8,0.7896481387047426,0.7481732842273866,0.7896481387047426,0.7431397483626778,13449.0217991992,422.7196559999771,592655.6,405977.6,25095.0,152.0,580.0,2383.0,49.0,205.0,3829.0,276.0,2729.0
ONL,0.8,0.7717717717717718,0.7855940791708547,0.7717717717717718,0.7726930681976343,11116.142147999228,422.7196559999771,519897.2,405977.6,22824.0,1847.0,1156.0,1575.0,611.0,451.0,2067.0,960.0,3807.0
LR,0.8,0.7801008555725537,0.7442820321715511,0.7801008555725537,0.7232646420234092,14824.698453199122,422.7196559999771,619525.2,405977.6,25441.0,93.0,293.0,2506.0,30.0,101.0,4549.0,220.0,2065.0
SVML,0.8,0.7819423196781687,0.7405223218780428,0.7819423196781687,0.7240930099665339,14727.181005599125,422.7196559999771,617342.8,405977.6,25450.0,48.0,329.0,2506.0,17.0,114.0,4543.0,157.0,2134.0
RF,0.8,0.7463878973312936,0.770630710225594,0.7463878973312936,0.746858483498805,12749.545501599086,422.7196559999771,578488.4,405977.6,22551.0,2396.0,880.0,1622.0,601.0,414.0,2595.0,1045.0,3194.0
DCT,0.8,0.7443197914896028,0.7713417643389876,0.7443197914896028,0.7471136988726849,12612.525015199237,422.7196559999771,582849.2,405977.6,22465.0,2416.0,946.0,1605.0,602.0,430.0,2446.0,1182.0,3206.0
KNN,0.8,0.7704119213553176,0.7638472872650045,0.7704119213553176,0.7557063167853478,12139.17499879925,422.7196559999771,562685.2,405977.6,23684.0,1129.0,1014.0,1832.0,382.0,423.0,2723.0,983.0,3128.0
SV-Grid,0.8,0.7869850983058531,0.7618938857961477,0.7869850983058531,0.7511109009419753,12889.704095999234,422.7196559999771,568989.6,405977.6,24675.0,441.0,711.0,2231.0,147.0,259.0,3418.0,459.0,2957.0
HV,0.8,0.7527905263754321,0.7735445294207896,0.7527905263754321,0.7557709801914978,11671.921915199231,422.7196559999771,530298.4,405977.6,22276.0,2205.0,1346.0,1530.0,548.0,559.0,2165.0,921.0,3748.0
SV,0.8,0.7593914669386367,0.7727573584178383,0.7593914669386367,0.7441610054248846,13592.578784399087,422.7196559999771,587036.4,405977.6,23578.0,1798.0,451.0,1965.0,454.0,218.0,3227.0,834.0,2773.0
AHL,0.9,0.1936087030426653,0.03814495414853338,0.1936087030426653,0.06361155746284868,12803.93871360084,422.7196559999771,401169.6,405977.6,0.0,0.0,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0
AWL,0.9,0.07470678225395205,0.005685510493896667,0.07470678225395205,0.010555649343148161,33202.50508799888,422.7196559999771,802339.2,405977.6,0.0,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0,0.0
ACL,0.9,0.7316845147033826,0.536563280010982,0.7316845147033826,0.6187635149452234,19105.256327998537,422.7196559999771,1203508.8,405977.6,25827.0,0.0,0.0,2637.0,0.0,0.0,6834.0,0.0,0.0
SVMR,0.9,0.7873533911269761,0.7381954584594249,0.7873533911269761,0.7330241068138666,14092.108537999171,422.7196559999771,643322.4,405977.6,25302.0,35.0,490.0,2453.0,11.0,173.0,4264.0,91.0,2479.0
ONL,0.9,0.7717717717717718,0.7855940791708547,0.7717717717717718,0.7726930681976343,11116.142147999228,422.7196559999771,519897.2,405977.6,22824.0,1847.0,1156.0,1575.0,611.0,451.0,2067.0,960.0,3807.0
LR,0.9,0.7762479460592667,0.7368506982230638,0.7762479460592667,0.7129890134653862,15390.964160398918,422.7196559999771,643623.6,405977.6,25544.0,39.0,244.0,2541.0,10.0,86.0,4918.0,70.0,1846.0
